keep_YN,score,category,domain,summary,verbatim,corpus_id,anchor,link
,3,open_problem,fracture,"Brittle failures in high-strength steel elevator cables and aircraft-grade steels lack the expected intergranular fracture pattern even when hydrogen embrittlement is suspected, complicating failure diagnosis.","One of the things you always suspect when you have brittle failures in steel is hydrogen embrittlement. He says, but we didn't see intergranular fracture... It's not characteristic in piano wire because you don't have grains that are well enough shaped to give you intergranular fracture.",DP_S2012_08,§7.p6,https://r-h-taylor.github.io/lectures/Xp4riNsidS8.html?q=One%20of%20the%20things%20you%20always%20suspect%20when%20you%20have%20brittle%20f#l3-s7-p6
,3,open_problem,processing,Eagar notes that plane strain conditions in cup drawing occur at two distinct locations but behave equivalently only in isotropic materials—the mechanisms differ fundamentally when anisotropy is present.,"A couple days ago I told you that this is plane strain and this is plane strain, and the two are equivalent. They are equivalent except when you're anisotropic. Here the strengthening is minor, here the strengthening is major.",DP_S2012_08,§8.p3,https://r-h-taylor.github.io/lectures/Xp4riNsidS8.html?q=A%20couple%20days%20ago%20I%20told%20you%20that%20this%20is%20plane%20strain%20and%20t#l3-s8-p3
,3,open_problem,other,"High-temperature superconductors show a critical-current anisotropy of seven orders of magnitude depending on field orientation, but published measurements typically only report the favorable parallel-field case.","The people who are measuring it and telling you that they're getting 10-to-the-eighth amps per square cm are doing it with the field parallel, not perpendicular. If they measure it the other way, the critical current is not 10 to the eighth, it's 10 to the first. Seven orders of magnitude difference.",DP_S2012_10,§5.p3,https://r-h-taylor.github.io/lectures/ESLkKhUE7jA.html?q=The%20people%20who%20are%20measuring%20it%20and%20telling%20you%20that%20they%27re#l3-s5-p3
,3,open_problem,processing,Quantify the strain-rate sensitivity and recrystallization mechanisms in Conform processing across different powder alloys and temperatures.,"For these alloys, I determined, you end up getting what's called dynamic recrystallization. It comes out hot — you don't want to touch this piece of copper, because all the work that's gone into it brings it out at 400 or 500°. But at that 400 or 500° for this particular alloy, which has a little bit of silver in it, you get to the recrystallization range.",DP_S2012_11,§4.p2,https://r-h-taylor.github.io/lectures/7ghihjZEZvk.html?q=For%20these%20alloys%2C%20I%20determined%2C%20you%20end%20up%20getting%20what%27s%20ca#l3-s4-p2
,3,open_problem,titanium,Understanding why the 70% composition peak disappears in titanium superplastic alloys despite geometric predictions.,"In theory there should be. In this case, in titanium, it has to do with the diffusion of the different elements in one phase versus the other phase. If it were just simple geometry, yes, there would be one at 70. If you include the coarsening phenomena and the diffusivity in the different phases, that's probably why we get rid of the 70% peak.",DP_S2012_11,§5.p5,https://r-h-taylor.github.io/lectures/7ghihjZEZvk.html?q=In%20theory%20there%20should%20be.%20In%20this%20case%2C%20in%20titanium%2C%20it%20has#l3-s5-p5
,3,open_problem,other,"Why single-phase alloys cannot achieve superplasticity while two-phase alloys can, despite both having grain boundary sliding mechanisms.","It's harder to get superplasticity in a single-phase alloy. It's easiest to get superplasticity when you have about 30% of one phase inside another, because that 30% phase is completely encapsulated.",DP_S2012_11,§5.p4,https://r-h-taylor.github.io/lectures/7ghihjZEZvk.html?q=It%27s%20harder%20to%20get%20superplasticity%20in%20a%20single-phase%20alloy.%20#l3-s5-p4
,3,open_problem,steel,"Why 304 stainless steel cannot be made superplastic while duplex stainless steels can, despite both being austenitic/ferritic systems.","If we could make 304 stainless superplastic, believe me we would — it's the workhorse alloy. But you can't do it. You have to use a duplex stainless, because it's best to have that 30% concentration.",DP_S2012_11,§6.p3,https://r-h-taylor.github.io/lectures/7ghihjZEZvk.html?q=If%20we%20could%20make%20304%20stainless%20superplastic%2C%20believe%20me%20we%20w#l3-s6-p3
,3,open_problem,corrosion,The kinetics of delayed hydrogen cracking in drawn stainless steel—why cracks appear days later during shipping rather than immediately after forming—is not well explained.,"It's delayed cracking — it didn't exist when they put it on the boat; by the time it got off the boat in Japan, the hydrogen had done its dirty work.",DP_S2012_11,§10.p5,https://r-h-taylor.github.io/lectures/7ghihjZEZvk.html?q=It%27s%20delayed%20cracking%20%E2%80%94%20it%20didn%27t%20exist%20when%20they%20put%20it%20on%20#l3-s10-p5
,3,open_problem,steel,Why martensitic stainless steel exhibits transformation-induced plasticity with dramatically higher necking strains than conventional steels remains incompletely characterized.,"For martensitic stainless steel, it can be 0.5 rather than 0.2, because this is a transformation-induced plasticity — remember I passed around the ferrite pot and the magnetism — it changes crystal structure, so you get increased plasticity.",DP_S2012_12,§2.p5,https://r-h-taylor.github.io/lectures/MXXmgVe2ryw.html?q=For%20martensitic%20stainless%20steel%2C%20it%20can%20be%200.5%20rather%20than%200#l3-s2-p5
,3,open_problem,fracture,The microscopic mechanism by which stress state (triaxial vs. uniaxial) controls fracture mode in the same steel is not fully explained.,"The steel will change the fracture mode just by the stress state, whether it's triaxial or uniaxial... The material will change the microscopic fracture mode depending on the stress state.",DP_S2012_12,§4.p5,https://r-h-taylor.github.io/lectures/MXXmgVe2ryw.html?q=The%20steel%20will%20change%20the%20fracture%20mode%20just%20by%20the%20stress%20s#l3-s4-p5
,3,open_problem,processing,Understanding why grain growth during superplastic metal drawing would destroy superplasticity remains unclear and untested.,"You could probably do it, but it works really well with glass. And it's kept Corning a profitable company over the last 20 years... if you tried to do this very long time with super plastic metals, the grains would probably start growing, and then you lose your super plasticity.",DP_S2012_12,§6.p6,https://r-h-taylor.github.io/lectures/MXXmgVe2ryw.html?q=You%20could%20probably%20do%20it%2C%20but%20it%20works%20really%20well%20with%20glas#l3-s6-p6
,3,open_problem,glass,Whether non-uniform glass thickness in blow-molded black light bulbs leaves unrelieved residual stresses that cause catastrophic failure under thermal shock.,"When you have different thicknesses and you do the annealing process — you form at one temperature and at an intermediate temperature you anneal to soften the glass and relieve residual stresses, and then you cool it down — when you don't have uniform thickness, you may not get uniform cooling and therefore you may not have eliminated your residual stresses.",DP_S2012_12,§8.p8,https://r-h-taylor.github.io/lectures/MXXmgVe2ryw.html?q=When%20you%20have%20different%20thicknesses%20and%20you%20do%20the%20annealing#l3-s8-p8
,3,open_problem,glass,"The kinetics and mechanism of surface corrosion of freshly drawn glass fibers exposed to atmospheric moisture, and how it depletes the exceptional strength of virgin glass.","Glass actually corrodes in the moisture in the air — it's a silicate, and it forms silicate hydroxides. The strength of glass will change dramatically within a few days after its manufacture.",DP_S2012_12,§9.p1,https://r-h-taylor.github.io/lectures/MXXmgVe2ryw.html?q=Glass%20actually%20corrodes%20in%20the%20moisture%20in%20the%20air%20%E2%80%94%20it%27s%20a%20#l3-s9-p1
,3,open_problem,welding,"The heat affected zone in laser and electron beam welds is often claimed to shrink to zero, but Eagar suggests this contradicts handbooks and may be incompletely understood.","A lot of people will say the size of the heat affected zone in a laser or electron beam weld goes down to zero, but that's not true. It says that in the welding handbook, but I've sort of made a career out of going to welding conferences and knocking what the welding handbook says is wrong.",FW_Su2013_01,§6.p1,https://r-h-taylor.github.io/lectures/v7P1NjmHnYQ.html?q=A%20lot%20of%20people%20will%20say%20the%20size%20of%20the%20heat%20affected%20zone%20#l3-s6-p1
,3,open_problem,titanium,GE's electron beam welds of titanium compressor cases were plagued by porosity with unclear root cause despite extensive troubleshooting.,They want to weld them together with an electron beam circumferential weld about a half an inch thick... they were getting porosity in their titanium welds. You're supposed to take two of these thirty-thousand-dollar units and weld them together; now it's a seventy- or eighty-thousand-dollar unit.,FW_Su2013_01,§8.p5,https://r-h-taylor.github.io/lectures/v7P1NjmHnYQ.html?q=They%20want%20to%20weld%20them%20together%20with%20an%20electron%20beam%20circum#l3-s8-p5
,3,open_problem,fatigue,"Bimetallic bandsaw blades created by electron beam welding use high-speed steel tips on spring steel backing, but the tips have worse fracture and fatigue strength than the backing—the mechanics of this composite design gap are not explored.","The steel on the tips has very good high-temperature strength, but it doesn't have the same fracture and fatigue strength as the spring steel. You end up with a composite.",FW_Su2013_01,§9.p6,https://r-h-taylor.github.io/lectures/v7P1NjmHnYQ.html?q=The%20steel%20on%20the%20tips%20has%20very%20good%20high-temperature%20strengt#l3-s9-p6
,3,open_problem,other,Understand why halogenated fire suppressants (like Halon) so effectively interrupt combustion by poisoning intermediate radical species.,The chlorine or bromine or whatever the halide is poisons these intermediate reactions and stops the combustion process. It's very effective — it's just not good for global warming.,FW_Su2013_02,§1.p4,https://r-h-taylor.github.io/lectures/EvpwSXoRHZk.html?q=The%20chlorine%20or%20bromine%20or%20whatever%20the%20halide%20is%20poisons%20th#l3-s1-p4
